Campaign_ID,Platform,Objective,CTR_est,CPC_est,Historical_CPC,Historical_ConvRate,Historical_Budget,Best_Source_Score,Leads_Forward,Leads_Rejected,Qualification_Rate,Active_Leads,Suggested_Budget
1816,TikTok,Traffic,0.038,2.74,1.91,0.098,441,0.5,15,0,0.74,45,199
1817,TikTok,Awareness,0.045,2.5,2.04,0.076,396,0.8,14,1,0.7,28,190
1818,TikTok,Awareness,0.031,2.13,2.07,0.031,63,0.52,8,1,0.97,38,72
1819,Google,Traffic,0.035,0.94,1.93,0.024,457,0.6,19,4,0.87,21,216
1820,TikTok,Awareness,0.016,1.01,1.49,0.083,160,0.56,12,7,0.7,44,101
1821,Google,Conversions,0.023,1.68,1.45,0.049,488,0.52,12,2,0.46,35,199
1822,Facebook,Conversions,0.034,2.7,1.01,0.053,412,0.69,7,8,0.29,17,159
1823,Google,Awareness,0.029,1.0,1.3,0.116,306,0.67,19,5,0.93,25,173
1824,TikTok,Conversions,0.024,2.2,1.75,0.026,121,0.66,12,4,0.46,47,91
1825,Facebook,Awareness,0.012,2.77,1.02,0.035,83,0.95,11,0,0.72,14,95
1826,TikTok,Awareness,0.027,0.96,1.67,0.043,394,0.93,10,7,0.72,35,178
1827,Google,Conversions,0.016,2.84,2.17,0.117,144,0.9,11,0,0.32,14,104
1828,Google,Conversions,0.023,1.59,2.97,0.117,63,0.93,11,5,0.93,20,87
1829,Facebook,Awareness,0.021,2.01,1.94,0.118,248,0.74,12,4,0.87,45,140
1830,TikTok,Awareness,0.044,0.59,1.4,0.04,196,0.51,12,1,0.32,8,109
1831,TikTok,Awareness,0.016,1.6,2.58,0.06,156,0.87,10,6,0.88,42,109
1832,Facebook,Awareness,0.017,2.69,0.77,0.032,283,0.95,12,6,0.59,16,149
1833,TikTok,Awareness,0.038,1.83,1.71,0.064,428,0.69,19,4,0.72,10,207
1834,TikTok,Conversions,0.031,2.88,2.45,0.104,296,0.84,9,5,0.82,47,147
1835,Google,Conversions,0.019,1.91,2.02,0.05,311,0.83,18,0,0.68,19,176
1836,Facebook,Conversions,0.027,2.4,1.7,0.051,296,0.81,19,7,0.54,34,164
1837,TikTok,Traffic,0.049,1.17,1.95,0.109,255,0.71,14,7,0.31,36,132
1838,Google,Traffic,0.043,0.71,0.58,0.099,211,0.78,0,1,0.7,33,99
1839,TikTok,Conversions,0.028,1.46,1.52,0.029,328,0.63,17,8,0.51,14,161
1840,TikTok,Conversions,0.042,2.82,0.84,0.105,170,0.84,11,0,0.86,48,120
1841,TikTok,Conversions,0.011,1.04,2.23,0.096,168,0.93,14,2,0.62,17,123
1842,TikTok,Awareness,0.046,2.53,1.82,0.032,220,0.68,11,4,0.75,44,124
1843,TikTok,Traffic,0.016,1.89,0.67,0.111,374,0.86,1,6,0.74,8,149
1844,Facebook,Traffic,0.015,1.06,1.86,0.027,342,0.87,5,0,0.45,30,150
1845,Facebook,Awareness,0.041,0.81,1.65,0.031,370,0.68,15,0,0.65,14,181
1846,Google,Awareness,0.019,2.47,2.23,0.097,340,0.52,10,4,0.21,45,142
1847,Facebook,Traffic,0.012,0.8,0.54,0.034,441,0.62,2,3,0.22,44,157
1848,Google,Awareness,0.024,0.99,2.15,0.074,105,0.53,5,2,0.3,7,63
1849,Facebook,Awareness,0.04,1.21,1.27,0.12,465,0.5,2,7,0.79,24,168
1850,Google,Traffic,0.012,1.63,0.82,0.103,358,0.77,7,1,0.23,32,151
1851,Facebook,Awareness,0.033,1.89,2.71,0.084,370,0.6,8,6,0.29,24,148
1852,Google,Conversions,0.031,1.6,1.33,0.097,383,0.72,4,5,0.75,28,156
1853,TikTok,Conversions,0.036,2.33,1.62,0.065,384,0.85,1,7,0.37,41,143
1854,Google,Conversions,0.023,1.71,0.9,0.032,403,0.66,4,3,0.94,33,166
1855,TikTok,Traffic,0.039,1.53,2.46,0.119,198,0.74,2,0,0.81,26,102
1856,TikTok,Traffic,0.032,2.48,2.2,0.092,348,0.54,0,0,0.83,30,137
1857,Google,Traffic,0.02,1.58,0.97,0.058,291,0.68,15,2,0.3,7,149
1858,Google,Conversions,0.033,2.56,2.13,0.061,456,0.72,16,6,0.53,21,202
1859,TikTok,Conversions,0.014,1.23,2.83,0.069,80,0.61,8,7,0.32,46,61
1860,Google,Traffic,0.012,0.75,2.41,0.059,165,0.52,13,2,0.92,25,114
1861,Facebook,Awareness,0.027,1.65,1.82,0.038,329,0.81,6,6,0.25,29,137
1862,Facebook,Traffic,0.033,2.9,2.89,0.041,205,0.63,10,7,0.4,26,106
1863,Google,Traffic,0.025,1.15,1.92,0.109,93,0.94,18,2,0.25,33,104
1864,TikTok,Traffic,0.019,2.88,0.98,0.025,244,0.69,18,5,0.55,33,144
1865,Facebook,Awareness,0.032,2.55,0.92,0.032,474,0.6,0,9,0.68,34,164
1866,Facebook,Traffic,0.012,0.87,1.48,0.113,296,0.8,6,0,0.7,48,141
1867,Facebook,Awareness,0.037,2.08,1.69,0.06,180,0.68,9,1,0.51,26,106
1868,TikTok,Awareness,0.046,1.01,1.17,0.066,366,0.8,4,8,0.67,6,149
1869,TikTok,Conversions,0.018,1.27,2.61,0.052,477,0.68,19,7,0.51,28,214
1870,Facebook,Conversions,0.041,0.69,0.74,0.04,276,0.74,14,8,0.94,25,150
1871,Google,Conversions,0.047,1.82,0.79,0.091,132,0.6,4,9,0.92,24,77
1872,TikTok,Conversions,0.032,2.61,2.22,0.091,391,0.69,17,9,0.46,32,180
1873,TikTok,Conversions,0.032,2.77,1.06,0.051,299,0.86,14,2,0.29,21,154
1874,TikTok,Traffic,0.038,0.73,2.55,0.118,357,0.74,1,1,0.67,27,144
1875,Google,Conversions,0.031,2.08,1.04,0.096,291,0.53,7,4,0.5,41,126
1876,TikTok,Awareness,0.029,2.87,2.51,0.101,102,0.74,17,2,0.43,26,101
1877,Facebook,Conversions,0.027,0.56,2.52,0.097,295,0.7,14,7,0.47,7,146
1878,Facebook,Conversions,0.039,2.86,0.66,0.041,71,0.83,15,7,0.66,42,89
1879,TikTok,Traffic,0.044,1.95,2.06,0.109,210,0.78,4,4,0.81,31,108
1880,Facebook,Awareness,0.013,1.72,2.23,0.091,233,0.84,15,1,0.48,17,141
1881,Facebook,Awareness,0.046,0.65,1.33,0.07,265,0.74,14,2,0.38,48,142
1882,Google,Awareness,0.05,2.08,1.62,0.058,459,0.73,8,5,0.45,41,183
1883,Google,Traffic,0.019,1.52,2.38,0.04,373,0.84,16,9,0.21,30,172
1884,TikTok,Awareness,0.044,1.45,2.66,0.083,125,0.78,5,7,0.38,25,74
1885,TikTok,Awareness,0.042,2.27,1.34,0.099,320,0.51,14,6,0.25,49,145
1886,Facebook,Traffic,0.042,2.27,2.96,0.084,380,0.68,2,6,0.84,11,150
1887,Facebook,Traffic,0.033,1.68,2.86,0.033,241,0.6,17,9,0.41,14,132
1888,TikTok,Conversions,0.034,0.62,1.01,0.068,412,0.9,5,9,0.76,45,169
1889,Google,Traffic,0.038,1.95,1.05,0.072,225,0.84,6,8,0.21,43,103
1890,Google,Conversions,0.025,2.74,2.85,0.029,110,0.66,2,1,0.53,16,67
1891,TikTok,Traffic,0.025,2.52,1.69,0.071,198,0.67,10,7,0.45,42,106
1892,TikTok,Awareness,0.012,2.14,1.54,0.073,305,0.94,8,9,0.53,9,141
1893,Facebook,Conversions,0.025,1.12,2.84,0.029,138,0.82,7,5,0.62,35,90
1894,Google,Awareness,0.017,1.57,0.79,0.027,406,0.77,15,4,0.35,38,185
1895,Google,Traffic,0.022,2.29,1.26,0.052,76,0.84,17,2,0.46,32,97
1896,Google,Traffic,0.015,0.6,2.37,0.079,326,0.6,10,6,0.6,6,146
1897,TikTok,Traffic,0.027,1.52,2.94,0.109,350,0.92,7,0,0.7,19,164
1898,TikTok,Awareness,0.045,1.95,2.2,0.062,197,0.94,18,8,0.74,5,139
1899,Facebook,Awareness,0.029,2.01,1.57,0.115,252,0.68,12,6,0.81,36,136
1900,Google,Conversions,0.038,0.69,1.65,0.034,496,0.52,13,8,0.5,33,198
1901,TikTok,Awareness,0.031,2.41,1.76,0.041,185,0.64,5,9,0.55,6,89
1902,Google,Conversions,0.011,2.15,0.64,0.04,417,0.67,5,1,0.71,15,170
1903,TikTok,Awareness,0.034,1.81,1.47,0.056,357,0.58,7,2,0.89,47,157
1904,Google,Awareness,0.036,0.75,1.94,0.031,162,0.9,11,7,0.28,20,101
1905,TikTok,Awareness,0.041,1.4,1.23,0.079,202,0.82,18,5,0.61,26,137
1906,Facebook,Traffic,0.045,2.53,0.67,0.099,294,0.84,13,9,0.56,14,148
1907,Google,Traffic,0.043,1.96,2.33,0.066,323,0.76,15,0,0.61,16,169
1908,TikTok,Traffic,0.043,1.64,1.89,0.07,54,0.85,11,7,0.4,17,70
1909,Google,Traffic,0.013,2.89,2.53,0.051,344,0.57,12,3,0.21,18,151
1910,TikTok,Traffic,0.049,1.46,2.77,0.08,430,0.53,19,7,0.92,11,203
1911,Facebook,Awareness,0.034,1.15,2.89,0.074,399,0.85,10,8,0.56,43,173
1912,Facebook,Awareness,0.042,1.17,2.58,0.071,377,0.67,10,4,0.72,49,168
1913,Google,Conversions,0.034,1.47,2.14,0.058,63,0.65,10,3,0.31,17,66
1914,Facebook,Conversions,0.047,1.79,1.74,0.076,185,0.72,10,3,0.35,29,106
1915,TikTok,Awareness,0.039,1.35,1.17,0.034,158,0.68,5,3,0.81,22,93
1916,TikTok,Conversions,0.038,0.97,2.32,0.092,328,0.83,19,8,0.31,41,168
1917,Google,Awareness,0.032,2.15,2.77,0.081,227,0.51,3,1,0.8,34,105
1918,Facebook,Awareness,0.019,2.99,2.22,0.1,327,0.56,3,3,0.71,9,133
1919,Facebook,Traffic,0.023,1.97,2.6,0.1,372,0.59,19,8,0.23,47,173
1920,Google,Awareness,0.027,1.32,2.65,0.059,333,0.64,12,5,0.66,34,157
1921,Google,Traffic,0.03,1.81,1.41,0.119,165,0.77,15,0,0.72,27,124
1922,TikTok,Traffic,0.013,0.59,0.68,0.087,414,0.53,19,2,0.49,35,195
1923,Google,Traffic,0.019,2.81,1.73,0.114,236,0.9,16,4,0.44,14,142
1924,TikTok,Traffic,0.019,1.13,2.93,0.055,139,0.52,18,0,0.36,38,109
1925,Google,Traffic,0.029,2.82,2.83,0.074,418,0.74,7,1,0.41,37,172
1926,TikTok,Traffic,0.024,0.72,2.92,0.038,468,0.58,18,5,0.94,43,216
1927,Google,Awareness,0.043,0.79,2.95,0.086,347,0.75,2,5,0.69,38,140
1928,TikTok,Conversions,0.03,0.75,2.83,0.09,460,0.84,16,2,0.89,32,219
1929,Google,Awareness,0.042,2.26,0.59,0.03,357,0.61,3,8,0.9,6,142
1930,TikTok,Awareness,0.023,2.18,2.92,0.085,215,0.57,3,7,0.57,25,93
1931,Facebook,Conversions,0.045,0.67,2.42,0.109,89,0.65,12,6,0.25,32,75
1932,Facebook,Traffic,0.021,2.78,2.79,0.028,410,0.8,12,1,0.85,22,193
1933,Facebook,Traffic,0.049,1.13,2.14,0.117,105,0.84,12,0,0.41,27,94
1934,Facebook,Conversions,0.014,1.67,1.23,0.104,429,0.87,18,8,0.78,45,207
1935,Google,Traffic,0.038,2.32,1.69,0.083,412,0.95,6,8,0.21,20,163
1936,TikTok,Awareness,0.018,2.94,2.05,0.025,421,0.78,2,2,0.31,41,158
1937,Google,Conversions,0.025,2.97,2.66,0.117,386,0.74,8,2,0.53,42,166
1938,Facebook,Conversions,0.023,2.78,2.08,0.061,350,0.85,19,2,0.96,7,195
1939,Facebook,Traffic,0.028,2.49,1.45,0.118,171,0.53,12,3,0.53,31,104
1940,TikTok,Awareness,0.048,0.71,1.5,0.05,253,0.63,3,1,0.3,11,107
1941,TikTok,Traffic,0.041,2.38,1.25,0.042,281,0.63,17,0,0.27,35,151
1942,Facebook,Conversions,0.023,1.89,2.84,0.11,416,0.79,17,5,0.74,11,200
1943,Facebook,Awareness,0.044,2.63,1.04,0.039,55,0.87,6,1,0.8,42,72
1944,TikTok,Awareness,0.024,2.36,0.88,0.023,405,0.55,14,8,0.29,23,170
1945,Google,Conversions,0.03,1.83,1.9,0.065,400,0.68,5,9,0.51,29,154
1946,Google,Awareness,0.036,1.47,1.89,0.118,193,0.69,13,6,0.93,18,123
1947,TikTok,Conversions,0.034,2.14,2.04,0.085,382,0.77,18,9,0.77,42,189
1948,TikTok,Traffic,0.046,1.42,2.93,0.083,253,0.72,18,9,0.9,31,151
1949,Google,Awareness,0.033,1.5,1.99,0.067,421,0.77,16,5,0.5,45,194
1950,TikTok,Awareness,0.016,1.67,1.91,0.094,209,0.91,11,3,0.95,13,133
1951,Google,Traffic,0.043,2.67,2.31,0.03,119,0.88,12,0,0.83,15,108
1952,Facebook,Awareness,0.032,2.63,2.27,0.047,348,0.94,15,3,0.49,19,176
1953,Facebook,Awareness,0.016,2.51,2.89,0.029,329,0.83,0,1,0.88,18,140
1954,Facebook,Conversions,0.038,0.86,0.78,0.079,83,0.77,6,6,0.71,48,71
1955,TikTok,Traffic,0.031,2.43,1.94,0.023,401,0.83,19,0,0.4,18,200
1956,TikTok,Awareness,0.035,0.98,1.92,0.044,111,0.63,0,5,0.9,48,65
1957,Google,Traffic,0.037,2.58,2.33,0.102,278,0.57,8,6,0.63,25,127
1958,Facebook,Conversions,0.038,1.73,0.61,0.021,225,0.77,14,6,0.62,41,132
1959,Facebook,Traffic,0.034,1.09,1.82,0.062,493,0.65,18,4,0.85,38,225
1960,Facebook,Traffic,0.048,1.83,1.49,0.053,108,0.6,8,7,0.85,33,80
1961,TikTok,Traffic,0.032,2.73,2.44,0.036,83,0.9,13,7,0.57,33,88
1962,Google,Traffic,0.015,1.68,2.41,0.085,352,0.75,10,0,0.92,19,171
1963,Facebook,Traffic,0.018,1.76,2.08,0.046,402,0.93,4,6,0.5,17,162
1964,Facebook,Awareness,0.016,2.65,2.45,0.098,252,0.67,16,0,0.32,18,142
1965,Google,Conversions,0.039,0.74,2.21,0.068,425,0.51,14,4,0.57,19,185
1966,Facebook,Conversions,0.024,0.98,2.61,0.049,234,0.56,17,9,0.61,49,132
1967,TikTok,Awareness,0.03,0.89,0.75,0.06,264,0.57,5,3,0.86,39,123
1968,TikTok,Conversions,0.016,2.8,0.63,0.093,124,0.63,5,8,0.82,6,77
1969,Facebook,Awareness,0.025,1.61,2.26,0.094,438,0.8,2,7,0.64,43,166
1970,Google,Conversions,0.034,1.84,2.21,0.05,359,0.56,10,1,0.81,14,164
1971,Facebook,Awareness,0.01,0.56,1.56,0.079,441,0.63,18,2,0.82,14,210
1972,TikTok,Traffic,0.048,0.65,1.85,0.098,101,0.59,4,0,0.24,49,62
1973,Facebook,Traffic,0.036,2.26,2.32,0.05,390,0.69,1,1,0.34,13,146
1974,Facebook,Awareness,0.03,1.92,1.06,0.104,264,0.53,13,2,0.47,27,135
1975,Google,Traffic,0.035,2.17,1.31,0.054,477,0.57,17,5,0.77,16,213
1976,Google,Conversions,0.02,1.35,1.94,0.087,344,0.56,16,8,0.77,30,167
1977,Google,Awareness,0.028,1.41,0.71,0.063,431,0.73,5,4,0.5,16,169
1978,Google,Traffic,0.012,2.16,0.8,0.101,296,0.58,3,3,0.24,38,115
1979,TikTok,Awareness,0.038,2.39,1.89,0.108,258,0.77,9,5,0.33,12,124
1980,Facebook,Awareness,0.048,2.95,1.83,0.096,443,0.74,5,9,0.48,25,168
1981,Google,Conversions,0.049,1.41,1.27,0.084,118,0.8,9,0,0.9,34,99
1982,Google,Conversions,0.044,1.49,0.67,0.045,53,0.75,2,4,0.91,38,57
1983,TikTok,Awareness,0.045,2.8,1.21,0.027,211,0.84,2,9,0.55,43,95
1984,Google,Conversions,0.011,2.83,1.43,0.1,279,0.92,19,0,0.59,10,170
1985,Google,Traffic,0.029,2.16,1.83,0.028,307,0.62,14,9,0.35,12,143
1986,TikTok,Traffic,0.037,1.31,1.44,0.105,270,0.53,15,7,0.85,37,144
1987,Google,Traffic,0.021,0.89,1.57,0.027,403,0.7,2,6,0.38,28,148
1988,Google,Awareness,0.027,0.71,2.54,0.027,321,0.78,8,1,0.21,7,142
1989,Facebook,Conversions,0.033,0.68,2.3,0.109,89,0.76,3,8,0.29,5,54
1990,TikTok,Conversions,0.041,1.94,0.62,0.105,99,0.86,0,8,0.59,42,59
1991,Google,Awareness,0.035,1.4,2.86,0.032,481,0.9,5,1,0.41,22,190
1992,Facebook,Awareness,0.033,2.17,1.02,0.109,379,0.82,0,7,0.59,47,143
1993,Facebook,Traffic,0.029,1.37,0.62,0.117,325,0.84,14,6,0.21,8,155
1994,Google,Awareness,0.049,1.7,1.13,0.027,446,0.72,0,1,0.8,29,170
1995,TikTok,Traffic,0.015,1.52,2.82,0.025,140,0.64,3,7,0.59,32,73
1996,Google,Awareness,0.022,1.76,1.24,0.06,351,0.85,14,5,0.46,8,170
1997,Google,Traffic,0.041,2.11,1.29,0.03,64,0.88,14,7,0.66,15,86
1998,TikTok,Conversions,0.012,2.2,3.0,0.108,478,0.82,8,9,0.82,19,195
1999,Google,Traffic,0.016,0.77,1.38,0.107,422,0.93,7,5,0.65,45,180
2000,Facebook,Awareness,0.049,2.22,2.96,0.083,479,0.64,13,9,0.9,41,204
